Date,pandemic,covid,covid-19,coronavirus,cases,cdc,fauci,recession,crisis,deaths,restrictions,lockdown,vaccine,vaccines,travel,stimulus,variant,pfizer
2017-01-01,1.0,0.0,0.0,0.0,4.15,0.32,0.0,0.84,10.92,9.0,2.9000000000000004,0.28,1.44,2.2,22.42,0.0,4.62,0.24
2017-01-02,0.49,0.0,0.0,0.0,4.45,0.62,0.0,2.2,16.64,5.3999999999999995,2.4000000000000004,0.44,1.76,2.5,24.7,0.0,3.52,0.54
2017-01-03,0.5,0.0,0.0,0.0,4.65,0.9,0.0,1.6400000000000001,15.34,4.95,2.5500000000000003,0.46,2.48,4.2,27.740000000000002,0.0,5.5,0.86
2017-01-04,0.56,0.0,0.0,0.0,4.7,1.26,0.0,2.32,14.040000000000001,4.77,2.35,0.51,2.8000000000000003,5.4,26.98,0.0,2.75,1.48
2017-01-05,0.36,0.0,0.0,0.0,4.45,1.12,0.0,1.36,18.2,3.8699999999999997,3.5,0.52,3.4,5.5,27.36,0.0,6.49,1.12
2017-01-06,0.54,0.0,0.0,0.0,4.2,1.04,0.0,3.08,16.64,4.32,2.9000000000000004,0.63,2.32,4.0,24.32,0.0,4.4,1.54
2017-01-07,0.38,0.0,0.0,0.0,4.1000000000000005,0.52,0.0,2.84,14.040000000000001,4.2299999999999995,2.85,0.37,1.96,3.7,24.7,0.0,3.19,0.64
2017-01-08,0.56,0.0,0.0,0.0,4.5,0.99,0.0,1.38,14.08,2.94,3.2,0.44,2.35,7.0,26.91,0.0,4.95,0.87
2017-01-09,0.41000000000000003,0.0,0.0,0.0,4.1000000000000005,1.56,0.0,3.96,20.48,2.6999999999999997,3.4000000000000004,0.77,3.2,10.4,26.130000000000003,0.0,5.28,1.8299999999999998
2017-01-10,0.5700000000000001,0.0,0.0,0.0,4.3500000000000005,2.16,0.0,3.78,27.2,2.1,4.25,0.42,5.0,11.8,26.52,0.0,11.0,1.6199999999999999
2017-01-11,0.32,0.0,0.0,0.0,4.3,1.53,0.0,3.78,25.92,2.6399999999999997,3.1,0.6,4.5,20.0,25.35,0.0,6.82,2.67
2017-01-12,0.48,0.0,0.0,0.0,4.45,1.95,0.0,3.78,26.560000000000002,2.1,3.4000000000000004,0.8,4.45,16.8,25.740000000000002,0.0,6.93,1.77
2017-01-13,0.65,0.0,0.0,0.0,3.6500000000000004,1.65,0.0,3.6599999999999997,20.8,2.58,2.7,0.64,3.85,14.600000000000001,26.91,0.0,8.69,1.5
2017-01-14,0.53,0.0,0.0,0.0,4.3,0.8999999999999999,0.0,2.1,17.28,2.34,2.5,1.0,2.2,6.2,25.740000000000002,0.0,2.53,0.96
2017-01-15,0.48,0.0,0.0,0.0,4.4,0.87,0.0,2.76,16.96,2.7300000000000004,4.14,0.67,1.8800000000000001,7.04,23.94,0.0,4.48,0.69
2017-01-16,0.4,0.0,0.0,0.0,4.65,1.14,0.0,4.9799999999999995,18.88,2.87,3.96,0.48,2.8000000000000003,8.64,25.46,0.0,1.2,1.53
2017-01-17,0.44,0.0,0.0,0.0,4.3500000000000005,1.89,0.0,3.1799999999999997,23.36,3.0100000000000002,4.4399999999999995,0.5700000000000001,3.52,8.32,28.88,0.0,4.16,2.6399999999999997
2017-01-18,0.5700000000000001,0.0,0.0,0.0,4.75,1.71,0.0,4.2,30.080000000000002,2.7300000000000004,4.9799999999999995,0.64,3.0,10.56,25.84,0.0,3.44,1.77
2017-01-19,0.5700000000000001,0.0,0.0,0.0,4.55,1.8299999999999998,0.0,4.74,26.240000000000002,3.1500000000000004,4.5,0.52,3.2,8.8,26.6,0.0,6.8,2.1
2017-01-20,0.35000000000000003,0.0,0.0,0.0,4.0,1.7999999999999998,0.0,3.96,24.32,2.87,4.4399999999999995,0.66,2.72,5.28,22.42,0.0,5.68,1.53
2017-01-21,0.3,0.0,0.0,0.0,4.0,0.8099999999999999,0.0,3.2399999999999998,15.040000000000001,2.3800000000000003,3.06,0.96,2.08,8.64,23.56,0.0,5.36,0.78
2017-01-22,0.5,0.0,0.0,0.0,4.15,1.12,0.0,2.94,19.380000000000003,3.68,2.8000000000000003,1.5,2.75,4.96,26.22,0.0,5.88,0.75
2017-01-23,0.61,0.0,0.0,0.0,5.0,2.64,0.0,4.32,26.860000000000003,3.2800000000000002,2.85,1.34,4.2,8.96,25.84,0.0,9.24,1.89
2017-01-24,0.47000000000000003,0.0,0.0,0.0,4.3500000000000005,4.0,0.0,4.859999999999999,29.240000000000002,3.52,3.25,1.82,3.8000000000000003,9.120000000000001,24.7,0.0,11.28,1.89
2017-01-25,0.13,0.0,0.0,0.0,4.4,3.12,0.0,6.0,29.240000000000002,4.48,3.95,1.6400000000000001,4.4,8.0,25.080000000000002,0.0,6.96,1.56
2017-01-26,0.56,0.0,0.0,0.0,4.9,3.08,0.0,4.859999999999999,28.900000000000002,3.6,3.9000000000000004,1.08,4.6000000000000005,10.08,24.32,0.0,7.92,1.5899999999999999
2017-01-27,0.52,0.0,0.0,0.0,4.15,2.72,0.0,4.26,26.860000000000003,3.84,3.6,1.72,3.5500000000000003,11.84,23.18,0.0,10.559999999999999,1.68
2017-01-28,0.38,0.0,0.0,0.0,4.6000000000000005,1.76,0.0,3.54,22.78,5.6000000000000005,2.8000000000000003,1.9000000000000001,3.4000000000000004,7.36,24.7,0.0,5.3999999999999995,0.87
2017-01-29,0.6,0.0,0.0,0.0,4.9,1.17,0.0,2.82,33.62,4.48,4.8,0.58,2.08,6.0200000000000005,45.9,0.0,4.5,1.47
2017-01-30,0.55,0.0,0.0,0.0,4.4,1.89,0.0,4.8,39.36,4.24,5.04,1.54,2.72,6.580000000000001,51.0,0.0,7.4,1.77
2017-01-31,0.49,0.0,0.0,0.0,4.65,2.31,0.0,5.22,41.0,4.24,6.0,1.98,3.08,7.000000000000001,47.94,0.0,7.4,3.0
2017-02-01,0.4,0.0,0.0,0.0,4.7,2.6999999999999997,0.0,5.34,38.54,5.92,4.92,1.76,3.08,9.38,46.410000000000004,0.0,6.6000000000000005,2.82
2017-02-02,0.5700000000000001,0.0,0.0,0.0,4.1000000000000005,2.85,0.0,4.32,39.36,5.5200000000000005,5.9399999999999995,2.0,3.08,8.680000000000001,42.84,0.0,9.1,2.79
2017-02-03,0.59,0.0,0.0,0.0,4.05,2.67,0.0,3.12,33.21,6.48,4.859999999999999,0.9,2.88,9.520000000000001,40.29,0.0,6.0,3.0
2017-02-04,0.55,0.0,0.0,0.0,4.75,1.5899999999999999,0.0,2.1,27.88,6.72,5.279999999999999,0.76,2.44,7.5600000000000005,51.0,0.0,4.7,1.77
2017-02-05,0.72,0.0,0.0,0.0,4.9,1.26,0.0,2.2199999999999998,21.349999999999998,4.38,3.6500000000000004,0.2,1.9000000000000001,5.040000000000001,40.480000000000004,0.0,7.4,0.75
2017-02-06,0.63,0.0,0.0,0.0,4.05,2.16,0.0,4.2,26.599999999999998,4.14,4.9,0.32,3.3000000000000003,5.880000000000001,35.88,0.0,4.7,2.01
2017-02-07,0.56,0.0,0.0,0.0,4.45,2.34,0.0,3.54,29.049999999999997,3.96,3.35,0.41000000000000003,4.25,7.840000000000001,40.940000000000005,0.0,7.1000000000000005,2.04
2017-02-08,0.98,0.0,0.0,0.0,4.25,2.85,0.0,4.2,28.0,4.26,4.55,0.39,3.85,10.360000000000001,44.620000000000005,0.0,9.700000000000001,2.55
2017-02-09,0.74,0.0,0.0,0.0,4.6000000000000005,2.2199999999999998,0.0,4.38,27.65,4.62,4.75,0.32,4.0,9.24,44.160000000000004,0.0,5.800000000000001,2.37
2017-02-10,0.55,0.0,0.0,0.0,4.3,2.37,0.0,3.3,32.55,3.7199999999999998,4.3,0.4,3.5500000000000003,10.64,43.24,0.0,4.5,2.52
2017-02-11,0.39,0.0,0.0,0.0,3.9000000000000004,1.38,0.0,1.6199999999999999,20.65,3.84,4.2,0.38,3.2,5.180000000000001,33.58,0.0,4.7,0.99
2017-02-12,0.7000000000000001,0.0,0.0,0.0,3.52,1.2,0.0,1.8599999999999999,20.65,5.74,4.7,0.23,2.45,11.16,30.03,0.0,10.559999999999999,1.53
2017-02-13,0.79,0.0,0.0,0.0,3.24,2.31,0.0,4.02,27.65,5.250000000000001,4.55,0.32,3.5500000000000003,14.58,30.810000000000002,0.0,5.64,2.55
2017-02-14,0.8300000000000001,0.0,0.0,0.0,3.4,2.46,0.0,4.38,31.849999999999998,4.760000000000001,4.25,0.29,3.6,11.16,28.86,0.0,5.88,2.58
2017-02-15,0.71,0.0,0.0,0.0,3.4,3.0,0.0,5.58,29.749999999999996,5.040000000000001,4.0,0.44,3.6500000000000004,14.399999999999999,30.03,0.0,11.879999999999999,1.95
2017-02-16,0.49,0.0,0.0,0.0,3.48,2.55,0.0,5.279999999999999,30.099999999999998,5.040000000000001,4.45,0.29,4.15,14.76,28.86,0.0,10.92,2.25
2017-02-17,0.53,0.0,0.0,0.0,3.04,2.9099999999999997,0.0,5.1,27.65,4.2700000000000005,3.95,0.37,3.7,12.959999999999999,27.69,0.0,9.24,2.34
2017-02-18,0.73,0.0,0.0,0.0,3.24,1.44,0.0,2.04,18.2,4.2700000000000005,4.3,0.36,2.9000000000000004,8.82,27.3,0.0,9.0,1.29
2017-02-19,1.0,0.0,0.0,0.0,4.7,1.2,0.0,2.76,25.2,5.32,3.8000000000000003,0.26,3.0,10.200000000000001,31.08,0.0,4.92,0.52
2017-02-20,0.6,0.0,0.0,0.0,4.25,1.98,0.0,4.56,28.439999999999998,5.11,4.55,0.29,3.85,6.460000000000001,33.18,0.0,7.8,1.0
2017-02-21,0.6900000000000001,0.0,0.0,0.0,4.3500000000000005,2.61,0.0,5.22,36.0,5.250000000000001,4.3500000000000005,0.46,4.15,12.750000000000002,33.6,0.0,9.12,1.62
2017-02-22,0.93,0.0,0.0,0.0,4.3500000000000005,2.31,0.0,5.3999999999999995,34.92,6.300000000000001,4.1000000000000005,0.31,4.45,17.0,36.12,0.0,12.0,1.24
2017-02-23,0.73,0.0,0.0,0.0,4.25,2.67,0.0,6.0,27.72,4.69,4.3500000000000005,0.29,5.0,11.22,36.12,0.0,10.92,1.62
2017-02-24,0.58,0.0,0.0,0.0,4.8500000000000005,2.4299999999999997,0.0,4.4399999999999995,28.439999999999998,5.250000000000001,5.0,0.2,4.5,13.600000000000001,31.08,0.0,7.68,1.9000000000000001
2017-02-25,0.35000000000000003,0.0,0.0,0.0,4.8500000000000005,1.26,0.0,4.32,16.919999999999998,3.22,3.7,0.53,2.75,6.29,31.08,0.0,5.64,0.8
2017-02-26,0.43,0.0,0.0,0.0,5.0,1.3499999999999999,0.0,3.06,24.05,5.8100000000000005,3.7,0.27,2.85,5.92,29.6,0.0,5.3999999999999995,1.26
2017-02-27,0.76,0.0,0.0,0.0,5.0,2.25,0.0,5.819999999999999,33.3,7.000000000000001,4.05,0.25,3.75,8.8,28.8,0.0,9.719999999999999,2.6999999999999997
2017-02-28,0.84,0.0,0.0,0.0,4.800000000000001,2.2199999999999998,0.0,5.1,31.82,5.250000000000001,4.800000000000001,0.32,4.05,12.32,32.0,0.0,8.64,1.77
2017-03-01,0.49,0.0,0.0,0.0,4.0,2.85,0.0,5.1,27.75,5.460000000000001,4.75,0.38,4.45,11.36,30.8,0.0,7.56,2.04
2017-03-02,0.5700000000000001,0.0,0.0,0.0,4.25,2.85,0.0,3.42,28.86,5.74,3.8000000000000003,0.81,4.75,16.0,30.8,0.0,10.32,1.92
2017-03-03,0.48,0.0,0.0,0.0,4.15,2.9099999999999997,0.0,1.98,29.6,5.6000000000000005,3.1500000000000004,0.32,4.3,11.36,32.0,0.0,5.16,2.4299999999999997
2017-03-04,0.43,0.0,0.0,0.0,3.6500000000000004,1.44,0.0,1.98,17.759999999999998,5.32,3.35,0.53,3.2,7.36,32.0,0.0,5.3999999999999995,1.29
2017-03-05,0.84,0.0,0.0,0.0,3.9000000000000004,1.68,0.0,3.7100000000000004,24.32,5.16,3.9000000000000004,0.24,2.16,7.949999999999999,33.97,0.0,5.3999999999999995,0.96
2017-03-06,0.8300000000000001,0.0,0.0,0.0,5.0,2.82,0.0,7.000000000000001,29.64,5.22,4.15,0.44,3.52,11.4,41.28,0.0,10.32,2.13
2017-03-07,0.55,0.0,0.0,0.0,3.9000000000000004,2.4299999999999997,0.0,5.180000000000001,26.98,4.62,4.25,0.63,3.6,10.2,38.269999999999996,0.0,8.4,2.28
2017-03-08,0.79,0.0,0.0,0.0,3.85,2.6399999999999997,0.0,4.48,31.54,5.1,4.45,0.55,3.68,12.6,36.98,0.0,7.319999999999999,2.46
2017-03-09,0.42,0.0,0.0,0.0,3.85,2.4299999999999997,0.0,4.9,29.64,5.1,4.6000000000000005,0.5700000000000001,3.2,13.35,32.68,0.0,11.52,2.1
2017-03-10,0.6900000000000001,0.0,0.0,0.0,3.4000000000000004,2.85,0.0,4.970000000000001,26.6,5.22,3.5,0.35000000000000003,4.0,12.15,34.83,0.0,6.359999999999999,1.5899999999999999
2017-03-11,0.24,0.0,0.0,0.0,3.6500000000000004,1.56,0.0,3.7800000000000002,17.48,4.38,3.0,0.55,2.2,7.5,30.53,0.0,8.16,1.38
2017-03-12,0.49,0.0,0.0,0.0,4.15,1.3499999999999999,0.0,3.48,20.060000000000002,4.08,3.06,0.23,2.24,9.6,36.45,0.0,5.64,1.02
2017-03-13,0.63,0.0,0.0,0.0,3.95,2.34,0.0,3.36,23.8,5.34,4.56,0.21,3.2800000000000002,9.15,41.4,0.0,7.4399999999999995,2.4
2017-03-14,0.31,0.0,0.0,0.0,3.95,2.25,0.0,2.82,26.860000000000003,4.9799999999999995,6.0,0.45,3.0,10.2,43.2,0.0,4.4399999999999995,1.98
2017-03-15,0.32,0.0,0.0,0.0,3.95,2.37,0.0,3.42,26.520000000000003,5.7,4.9799999999999995,0.51,3.08,11.549999999999999,45.0,0.0,9.0,1.89
2017-03-16,0.68,0.0,0.0,0.0,3.8000000000000003,2.79,0.0,2.6999999999999997,21.42,5.34,3.9,0.44,3.68,7.949999999999999,37.35,0.0,8.64,2.01
2017-03-17,0.46,0.0,0.0,0.0,3.35,2.4,0.0,3.5999999999999996,21.42,4.68,3.84,0.37,2.64,11.25,34.2,0.0,6.0,1.8299999999999998
2017-03-18,0.34,0.0,0.0,0.0,3.6500000000000004,1.47,0.0,1.7999999999999998,15.64,5.76,3.54,0.22,1.96,7.199999999999999,33.300000000000004,0.0,6.24,1.1099999999999999
2017-03-19,0.43,0.0,0.0,0.0,3.75,1.26,0.0,1.6199999999999999,23.400000000000002,5.8100000000000005,4.859999999999999,0.22,2.2,6.460000000000001,31.6,0.0,11.83,1.2
2017-03-20,0.76,0.0,0.0,0.0,3.8000000000000003,2.58,0.0,3.7199999999999998,32.370000000000005,6.300000000000001,3.78,0.42,3.4,14.790000000000001,33.6,0.0,9.23,2.25
2017-03-21,0.8,0.0,0.0,0.0,3.95,3.0,0.0,4.08,31.98,5.53,5.64,0.48,3.72,12.920000000000002,35.6,0.0,10.530000000000001,2.94
2017-03-22,0.72,0.0,0.0,0.0,4.0,2.13,0.0,4.38,35.88,7.000000000000001,5.279999999999999,1.0,3.3200000000000003,16.490000000000002,32.0,0.0,9.36,2.4899999999999998
2017-03-23,0.45,0.0,0.0,0.0,4.0,2.73,0.0,3.96,33.93,6.0200000000000005,5.34,0.58,3.48,9.520000000000001,31.200000000000003,0.0,7.54,1.6199999999999999
2017-03-24,0.61,0.0,0.0,0.0,3.7,2.16,0.0,2.28,27.69,6.300000000000001,4.2,0.55,3.2,12.920000000000002,29.6,0.0,7.54,1.53
2017-03-25,0.39,0.0,0.0,0.0,3.5,1.14,0.0,1.08,17.16,5.6000000000000005,4.9799999999999995,0.38,2.48,8.5,30.400000000000002,0.0,5.2,1.2
2017-03-26,0.47000000000000003,0.0,0.0,0.0,3.8000000000000003,1.41,0.0,3.2399999999999998,20.14,6.580000000000001,3.95,0.39,2.36,6.12,30.810000000000002,0.0,4.4,1.47
2017-03-27,1.0,0.0,0.0,0.0,3.9000000000000004,2.52,0.0,3.0,29.26,6.300000000000001,3.9000000000000004,0.65,3.24,12.24,31.59,0.0,11.0,2.01
2017-03-28,0.52,0.0,0.0,0.0,3.75,2.4899999999999998,0.0,4.8,34.58,5.250000000000001,4.6000000000000005,0.87,3.52,13.090000000000002,31.200000000000003,0.0,8.36,3.0
2017-03-29,0.52,0.0,0.0,0.0,3.6500000000000004,2.58,0.0,4.5,33.82,6.510000000000001,3.8000000000000003,0.9400000000000001,3.08,11.56,29.64,0.0,8.36,2.4
2017-03-30,0.64,0.0,0.0,0.0,4.1000000000000005,2.37,0.0,4.68,38.0,5.74,3.4000000000000004,0.63,3.08,15.47,29.64,0.0,8.47,2.25
2017-03-31,0.49,0.0,0.0,0.0,3.95,2.1,0.0,2.16,26.22,6.510000000000001,3.7,0.61,2.96,12.07,27.69,0.0,8.58,2.13
2017-04-01,0.24,0.0,0.0,0.0,4.55,1.44,0.0,0.54,15.2,5.250000000000001,3.1,0.49,2.2,6.800000000000001,32.76,0.0,9.9,0.72
2017-04-02,0.5700000000000001,0.0,0.0,0.0,4.55,1.1099999999999999,0.0,3.22,16.400000000000002,5.880000000000001,5.04,0.49,2.6500000000000004,7.36,34.58,0.0,7.68,1.3199999999999998
2017-04-03,0.58,0.0,0.0,0.0,4.55,2.6399999999999997,0.0,4.2,29.200000000000003,4.970000000000001,5.04,0.49,4.05,10.08,36.480000000000004,0.0,6.24,2.46
2017-04-04,0.89,0.0,0.0,0.0,4.6000000000000005,2.9099999999999997,0.0,5.390000000000001,34.0,5.880000000000001,5.34,1.0,3.75,9.6,35.34,0.0,9.36,1.98
2017-04-05,0.66,0.0,0.0,0.0,4.1000000000000005,2.4899999999999998,0.0,4.760000000000001,32.0,4.970000000000001,5.1,0.49,3.6,11.68,35.34,0.0,11.28,1.74
2017-04-06,0.51,0.0,0.0,0.0,4.6000000000000005,2.31,0.0,3.8500000000000005,34.800000000000004,5.6000000000000005,6.0,0.63,3.5500000000000003,10.4,35.72,0.0,9.959999999999999,1.98
2017-04-07,0.78,0.0,0.0,0.0,4.0,2.1,0.0,3.1500000000000004,34.800000000000004,7.000000000000001,5.1,0.77,3.75,10.24,33.44,0.0,9.959999999999999,1.5
2017-04-08,0.74,0.0,0.0,0.0,4.4,0.99,0.0,3.08,18.8,5.250000000000001,4.56,0.74,2.95,6.88,34.2,0.0,11.04,1.47
2017-04-09,0.88,0.0,0.0,0.0,4.6000000000000005,1.08,0.0,3.08,23.52,4.83,4.25,0.62,2.8000000000000003,10.26,33.44,0.0,8.28,0.42
2017-04-10,0.56,0.0,0.0,0.0,4.45,2.76,0.0,4.130000000000001,32.339999999999996,5.250000000000001,4.95,0.58,4.0,12.78,38.0,0.0,8.19,2.55
2017-04-11,0.56,0.0,0.0,0.0,4.55,2.61,0.0,5.180000000000001,34.86,4.760000000000001,3.75,0.79,3.85,13.68,38.0,0.0,8.19,1.68
2017-04-12,0.28,0.0,0.0,0.0,3.85,2.37,0.0,4.130000000000001,36.96,5.74,4.5,0.99,3.8000000000000003,14.76,33.44,0.0,7.29,1.89
2017-04-13,0.53,0.0,0.0,0.0,3.95,2.16,0.0,3.43,33.6,5.53,3.75,0.78,3.7,13.139999999999999,34.58,0.0,8.82,1.7999999999999998
2017-04-14,0.44,0.0,0.0,0.0,3.8000000000000003,1.8299999999999998,0.0,3.5700000000000003,23.939999999999998,4.62,4.25,0.74,3.7,12.6,31.92,0.0,9.0,1.2
2017-04-15,0.64,0.0,0.0,0.0,4.0,1.17,0.0,2.87,16.8,4.83,3.0,0.62,2.95,11.52,29.26,0.0,4.14,0.63
2017-04-16,0.71,0.0,0.0,0.0,3.5500000000000003,1.5,0.0,2.94,22.44,4.68,3.6,0.52,2.25,7.0,30.4,0.0,4.92,0.44
2017-04-17,0.52,0.0,0.0,0.0,4.6000000000000005,2.37,0.0,3.7199999999999998,36.52,5.16,3.7,0.96,4.2,13.4,37.24,0.0,11.639999999999999,1.52
2017-04-18,0.47000000000000003,0.0,0.0,0.0,4.55,2.4899999999999998,0.0,4.08,39.6,4.68,4.45,0.64,3.6,15.8,34.96,0.0,11.4,2.0
2017-04-19,0.43,0.0,0.0,0.0,4.45,2.94,0.0,2.88,40.04,4.02,4.65,0.85,3.6,19.200000000000003,36.86,0.0,10.08,1.56
2017-04-20,1.0,0.0,0.0,0.0,4.6000000000000005,2.19,0.0,5.7,36.96,4.8,4.2,0.84,3.75,15.200000000000001,34.96,0.0,10.32,1.3
2017-04-21,0.49,0.0,0.0,0.0,4.0,1.8299999999999998,0.0,3.1799999999999997,34.76,3.78,3.95,0.56,3.6500000000000004,14.8,31.92,0.0,10.559999999999999,1.1
2017-04-22,0.49,0.0,0.0,0.0,5.0,1.26,0.0,2.2199999999999998,24.64,3.42,2.95,0.35000000000000003,3.2,10.0,31.16,0.0,10.92,0.96
2017-04-23,0.63,0.0,0.0,0.0,4.2,1.38,0.0,6.12,34.78,5.53,3.6500000000000004,0.41000000000000003,2.9000000000000004,12.809999999999999,34.96,0.0,4.5,0.68
2017-04-24,0.63,0.0,0.0,0.0,4.7,3.0,0.0,6.39,44.18,5.390000000000001,3.75,0.49,3.9000000000000004,15.54,37.62,0.0,5.300000000000001,1.1
2017-04-25,0.43,0.0,0.0,0.0,4.8500000000000005,2.82,0.0,7.199999999999999,42.769999999999996,4.970000000000001,4.3500000000000005,0.75,5.0,16.169999999999998,36.86,0.0,4.7,1.76
2017-04-26,0.47000000000000003,0.0,0.0,0.0,4.5,2.31,0.0,9.0,47.0,5.95,4.15,0.98,3.95,20.37,34.96,0.0,6.800000000000001,1.2
2017-04-27,0.47000000000000003,0.0,0.0,0.0,4.5,2.37,0.0,7.92,42.3,5.040000000000001,3.85,0.63,3.5500000000000003,21.0,34.2,0.0,7.9,1.28
2017-04-28,0.49,0.0,0.0,0.0,4.2,1.89,0.0,6.3,38.07,4.83,3.75,0.41000000000000003,3.75,19.74,31.54,0.0,5.4,1.3800000000000001
2017-04-29,0.24,0.0,0.0,0.0,3.9000000000000004,1.17,0.0,3.5999999999999996,23.5,4.69,3.3000000000000003,0.29,3.2,13.44,29.26,0.0,8.4,0.54
2017-04-30,0.5700000000000001,0.0,0.0,0.0,4.4,1.23,0.0,4.4,32.2,4.32,4.62,0.62,3.0,14.63,32.3,0.0,9.13,1.1099999999999999
2017-05-01,0.72,0.0,0.0,0.0,5.0,2.76,0.0,8.0,40.940000000000005,5.1,5.22,0.55,3.6,16.72,35.34,0.0,9.9,2.76
2017-05-02,0.72,0.0,0.0,0.0,4.45,2.19,0.0,5.12,46.0,4.32,5.1,0.64,4.2,13.870000000000001,36.86,0.0,8.14,2.55
2017-05-03,0.64,0.0,0.0,0.0,4.8500000000000005,2.79,0.0,7.84,43.24,5.34,5.7,0.8300000000000001,4.15,17.67,38.0,0.0,5.28,1.74
2017-05-04,0.6,0.0,0.0,0.0,4.800000000000001,2.52,0.0,7.84,46.0,3.78,4.2,0.72,4.5,19.0,34.58,0.0,5.28,2.1
2017-05-05,0.67,0.0,0.0,0.0,4.25,2.37,0.0,6.5600000000000005,40.940000000000005,3.5999999999999996,4.32,0.67,3.7,16.53,30.78,0.0,11.0,1.74
2017-05-06,0.84,0.0,0.0,0.0,3.4000000000000004,1.14,0.0,3.12,21.16,3.96,3.5999999999999996,0.5,2.6,9.31,29.64,0.0,8.91,1.41
2017-05-07,0.75,0.0,0.0,0.0,3.2,1.5,0.0,2.8000000000000003,23.52,4.26,3.5,0.34,2.2,11.02,33.06,0.0,7.700000000000001,0.36
2017-05-08,1.0,0.0,0.0,0.0,3.2800000000000002,2.25,0.0,5.74,33.6,5.04,4.3500000000000005,0.39,4.4,15.39,38.0,0.0,8.680000000000001,1.36
2017-05-09,0.91,0.0,0.0,0.0,3.6,3.0,0.0,7.000000000000001,38.22,4.32,4.1000000000000005,0.49,4.4,15.77,36.86,0.0,13.020000000000001,1.6600000000000001
2017-05-10,0.7000000000000001,0.0,0.0,0.0,3.4,2.34,0.0,5.180000000000001,37.8,3.96,3.35,0.65,4.1000000000000005,11.78,34.96,0.0,8.120000000000001,1.74
2017-05-11,0.8,0.0,0.0,0.0,3.44,2.52,0.0,5.040000000000001,34.86,4.4399999999999995,4.3,0.48,4.3,15.77,33.06,0.0,12.600000000000001,1.28
2017-05-12,0.68,0.0,0.0,0.0,3.36,1.89,0.0,4.760000000000001,31.08,3.78,3.95,0.6,3.35,15.01,30.78,0.0,11.06,1.12
2017-05-13,0.38,0.0,0.0,0.0,3.04,1.26,0.0,1.54,19.74,3.6599999999999997,2.75,0.47000000000000003,2.6,8.55,28.5,0.0,7.840000000000001,0.44
2017-05-14,0.55,0.0,0.0,0.0,3.0,0.72,0.0,2.8000000000000003,17.759999999999998,4.32,4.2,0.35000000000000003,2.24,7.04,31.200000000000003,0.0,4.08,0.6
2017-05-15,0.37,0.0,0.0,0.0,3.52,1.4000000000000001,0.0,2.95,30.34,5.3999999999999995,4.38,0.5,3.3200000000000003,12.16,36.660000000000004,0.0,8.4,1.76
2017-05-16,0.52,0.0,0.0,0.0,3.56,1.52,0.0,3.5,27.009999999999998,4.14,4.38,0.45,4.0,10.88,37.050000000000004,0.0,10.92,2.0
2017-05-17,0.56,0.0,0.0,0.0,3.08,1.7,0.0,2.7,25.9,4.14,5.16,0.68,3.56,12.0,33.93,0.0,7.4399999999999995,1.28
2017-05-18,0.75,0.0,0.0,0.0,2.7600000000000002,1.8,0.0,3.95,27.75,5.22,4.32,1.0,3.7600000000000002,9.92,31.200000000000003,0.0,5.76,1.8
2017-05-19,0.48,0.0,0.0,0.0,2.72,1.24,0.0,2.45,22.94,4.14,4.02,0.61,2.64,9.6,31.59,0.0,8.28,1.2
2017-05-20,0.23,0.0,0.0,0.0,3.16,0.72,0.0,2.1,13.69,4.08,3.36,0.26,1.76,6.88,31.59,0.0,3.48,0.62
2017-05-21,0.5700000000000001,0.0,0.0,0.0,2.84,0.96,0.0,1.8599999999999999,20.65,4.69,4.74,0.23,2.25,9.299999999999999,33.44,0.0,4.51,0.08
2017-05-22,0.55,0.0,0.0,0.0,3.2,2.28,0.0,3.7199999999999998,26.25,5.95,3.96,0.31,4.25,9.75,36.1,0.0,5.72,1.08
2017-05-23,0.49,0.0,0.0,0.0,3.08,1.74,0.0,3.12,28.349999999999998,7.000000000000001,5.04,0.49,4.3,8.85,36.1,0.0,4.51,1.22
2017-05-24,0.37,0.0,0.0,0.0,3.08,2.73,0.0,4.14,27.299999999999997,5.32,4.08,0.51,3.35,10.799999999999999,34.96,0.0,4.73,1.02
2017-05-25,0.23,0.0,0.0,0.0,2.8000000000000003,2.16,0.0,4.92,24.5,5.6000000000000005,4.32,0.44,3.85,9.45,34.58,0.0,9.35,1.1400000000000001
2017-05-26,0.5,0.0,0.0,0.0,2.7600000000000002,1.95,0.0,3.06,19.25,4.550000000000001,3.84,0.48,3.85,9.75,32.68,0.0,5.61,1.04
2017-05-27,0.29,0.0,0.0,0.0,3.16,1.23,0.0,2.6399999999999997,16.799999999999997,5.74,6.0,0.27,2.95,7.35,30.4,0.0,4.62,0.4
2017-05-28,0.65,0.0,0.0,0.0,2.44,0.72,0.0,0.8,13.95,6.0200000000000005,3.6500000000000004,0.32,1.36,5.55,34.0,0.0,5.4,0.56
2017-05-29,0.77,0.0,0.0,0.0,3.0,0.7000000000000001,0.0,1.5,17.36,5.880000000000001,4.7,0.35000000000000003,2.48,6.1499999999999995,37.6,0.0,4.5,0.76
2017-05-30,0.51,0.0,0.0,0.0,3.2800000000000002,1.6400000000000001,0.0,1.7000000000000002,22.01,5.74,3.25,0.52,3.36,8.85,38.800000000000004,0.0,5.2,0.7000000000000001
